instance_token,x_rel,y_rel,speed,heading,timestamp,category_0,category_1,category_2
2619facba2fc43838cb901caf8eaf4f6,0.41332316607586633,0.10968160835109951,-0.8868274485130359,0.18597324164967524,1695473372698161,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.396318357451685,0.11168411813912818,-0.520759921056003,1.4601544157506845,1695473373198647,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.3772008744022904,0.11898675253278365,-0.47119199804815015,1.422066029176184,1695473373698280,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.35545395970318766,0.1325942421047661,-0.4069976910692381,1.3877412184154327,1695473374197968,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.33524894015830403,0.1442665094949028,-0.4430788810130097,1.3944209288115945,1695473374698243,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.31505055588675007,0.1456069851244174,-0.45195942939652917,1.4676181511149868,1695473375198374,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.3002781297286155,0.11981481034988783,-0.5128582214674277,-0.8779302918215146,1695473375698147,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.284997016627159,0.07820130957406271,-0.42987871887795737,-0.790204519377286,1695473376197966,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.273055407333262,0.00427702981210256,-0.2680483005661215,-0.6357696060047374,1695473376698026,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.26537892330649987,-0.10358031485225595,-0.04974095291890557,-0.5412929967230441,1695473377198440,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.2540942813293854,-0.22221605598844688,0.047592500992749996,-0.5676577852238803,1695473377699013,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.2388418853004964,-0.34937155077105614,0.13448296642182375,-0.5940655722687326,1695473378199564,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.2165921980581582,-0.45996296498271394,0.08266770024604723,-0.6722490579557695,1695473378699228,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.19328817215662905,-0.529265384597845,-0.1576128438802422,-0.772115799012705,1695473379198508,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.16945412180715957,-0.5807876262292332,-0.2400056497406115,-0.8370108059821363,1695473379697824,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.14504875861495664,-0.6249599814898202,-0.2621474889728043,-0.8712651093958189,1695473380197183,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.12343797111048235,-0.6403659535215899,-0.407483826863367,-1.0037962621103318,1695473380697693,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.10352336908197995,-0.6423557255311586,-0.4583027140215564,-1.090798530647162,1695473381198271,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.08370698035544603,-0.6467744769615076,-0.45914691934730845,-1.0729678077796243,1695473381698601,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.0700567466393196,-0.6452945133956538,-0.5928703004556323,1.461510225140789,1695473382198843,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.05211853679157183,-0.6428903646292378,-0.4998585873598969,1.4577948821422972,1695473382698412,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.03821108169438867,-0.6405906385329064,-0.5866297221646268,1.4532521804647067,1695473383197971,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.044709557339322345,-0.6444980823465224,-0.7436935980959983,0.09984243141063244,1695473383697637,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.03136644530310741,-0.651376687784382,-0.5946089903393298,-1.0311872691314004,1695473384197276,0,1,0
2619facba2fc43838cb901caf8eaf4f6,0.013256006828378492,-0.6572036340979637,-0.49478544142377645,-1.058743560875117,1695473384697766,0,1,0
